domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
platform.gsa.gov,1573,1573,1573,1,0,1573
poes.gsfc.nasa.gov,1573,2359,2359,1.499682136,0,1573
poolsafely.gov,1573,9435,1573,5.998092816,152.4577241,1573
powellcenter.usgs.gov,1573,1573,786,1,0,1573
qa-dataguide.nlm.nih.gov,1573,22802,786,14.49586777,556.3452003,1573
rapidrefresh.noaa.gov,1573,1573,1573,1,39.48887476,786
reverseauctions.gsa.gov,1573,3931,786,2.499046408,64.98219962,1573
rmgsc.cr.usgs.gov,1573,1573,786,1,0,1573
russian.moscow.usembassy.gov,1573,1573,1573,1,0,1573
sarsat.noaa.gov,1573,3145,1573,1.999364272,103.9707565,1573
sbir.nih.gov,1573,1573,1573,1,0,1573
schenck.jobcorps.gov,1573,3931,2359,2.499046408,58.48378894,1573
sci.va.gov,1573,2359,1573,1.499682136,137.9618563,786
search.census.gov,1573,7077,1573,4.499046408,318.411316,3145
search.eda.gov,1573,3145,1573,1.999364272,1323.631278,1573
search.surgeongeneral.gov,1573,1573,786,1,0,1573
services.nationalmap.gov,1573,1573,1573,1,0,1573
sfa.jsc.nasa.gov,1573,8649,1573,5.49841068,230.9357915,786
sierranevada.jobcorps.gov,1573,2359,1573,1.499682136,97.9726637,0
singapore.usembassy.gov,1573,2359,786,1.499682136,4.499046408,1573
siouxfalls.va.gov,1573,7863,1573,4.998728544,567.3420216,786
smap.jpl.nasa.gov,1573,1573,1573,1,0,1573
socialwork.va.gov,1573,7077,3145,4.499046408,2861.702479,3145
spaceradiation.jsc.nasa.gov,1573,3145,1573,1.999364272,58.48378894,1573
spanish.bolivia.usembassy.gov,1573,1573,1573,1,7.497774952,1573
spanish.nicaragua.usembassy.gov,1573,1573,1573,1,0,1573
ssaiboston.usajobs.gov,1573,3931,1573,2.499046408,522.3541004,786
ssq.gsa.gov,1573,11794,3145,7.497774952,210.941513,2359
stellwagen.noaa.gov,1573,2359,1573,1.499682136,0,1573
stonewall.nist.gov,1573,5504,786,3.499046408,44.98728544,1573
strategicsourcing.gov,1573,1573,1573,1,6.49841068,1573
streamstatsags.cr.usgs.gov,1573,91995,6290,58.48378894,1089.19644,4718
swaziland.usembassy.gov,1573,3145,786,1.999364272,78.97774952,1573
techgatewire.larc.nasa.gov,1573,1573,786,1,55.48442467,1573
tonguepoint.jobcorps.gov,1573,3931,2359,2.499046408,47.48696758,1573
toxtutor.nlm.nih.gov,1573,3145,1573,1.999364272,12.4965035,1573
treasureisland.jobcorps.gov,1573,4718,2359,2.999364272,34.99046408,1573
treasuryscams.gov,1573,1573,1573,1,0,1573
trkcnfrm1.smi.usps.com,1573,2359,786,1.499682136,3.499046408,1573
tusps.usps.com,1573,1573,786,1,0,1573
tx.usgs.gov,1573,2359,1573,1.499682136,158.955499,786
universe.nasa.gov,1573,1573,1573,1,0,1573
usarc.usgs.gov,1573,3931,786,2.499046408,423.3820725,1573
usgcb.nist.gov,1573,1573,1573,1,0,1573
uspto.usajobs.gov,1573,6290,1573,3.998728544,449.3744437,0
vestatrek.jpl.nasa.gov,1573,1573,1573,1,0,1573
vetopportunities.amedd.army.mil,1573,1573,1573,1,0,1573
visn16.va.gov,1573,1573,1573,1,17.49523204,786
visn21.va.gov,1573,1573,786,1,0,1573
visn9.va.gov,1573,1573,1573,1,58.98347107,786
volpedb1.volpe.dot.gov,1573,1573,786,1,0,1573
walrus.wr.usgs.gov,1573,2359,786,1.499682136,104.4710744,1573
womenbizinfo.sites.usa.gov,1573,3145,1573,1.999364272,19.99427845,1573
woodland.jobcorps.gov,1573,2359,1573,1.499682136,19.99427845,786
woodstock.jobcorps.gov,1573,3931,3145,2.499046408,0,2359
wrp.gov,1573,1573,1573,1,0,1573
www-nrd.nhtsa.dot.gov,1573,3145,1573,1.999364272,19.99427845,1573
wwwastro.msfc.nasa.gov,1573,1573,1573,1,0,1573
wwwcf.nlm.nih.gov,1573,5504,786,3.499046408,0,2359
wwwdev.ihs.gov,1573,12580,786,7.997457088,856.7609663,1573
